File,Source,License,Modifications
ug-map-southern_ocean-nobox.png,https://commons.wikimedia.org/wiki/File:Southern_Ocean_in_the_world_(blue)_(W3)_(CWF).svg,CC BY-SA 4.0,
ug-map-spain.png,https://commons.wikimedia.org/wiki/File:Spain_in_its_region_(mainland).svg,CC BY-SA 3.0,
ug-map-sri_lanka.png,https://commons.wikimedia.org/wiki/File:Sri_Lanka_in_its_region.svg,CC BY-SA 3.0,
ug-map-sudan.png,https://commons.wikimedia.org/wiki/File:Sudan_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
ug-map-sumatra.png,https://commons.wikimedia.org/wiki/File:Sumatra_in_its_region.svg,CC BY-SA 4.0,
ug-map-suriname.png,https://commons.wikimedia.org/wiki/File:Suriname_in_its_region.svg,CC BY-SA 3.0,
ug-map-svalbard.png,https://commons.wikimedia.org/wiki/File:Svalbard_in_its_region.svg,CC BY-SA 3.0,zoom adjusted
ug-map-sweden.png,https://commons.wikimedia.org/wiki/File:Sweden_in_its_region.svg,CC BY-SA 3.0,
ug-map-switzerland.png,https://commons.wikimedia.org/wiki/File:Switzerland_in_its_region.svg,CC BY-SA 3.0,
ug-map-syria.png,https://commons.wikimedia.org/wiki/File:Syria_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
ug-map-taiwan.png,https://commons.wikimedia.org/wiki/File:Taiwan_in_its_region.svg,CC BY-SA 3.0,
ug-map-tajikistan.png,https://commons.wikimedia.org/wiki/File:Tajikistan_in_its_region.svg,CC BY-SA 3.0,
ug-map-tanzania.png,https://commons.wikimedia.org/wiki/File:Tanzania_in_its_region.svg,CC BY-SA 3.0,
ug-map-tasman_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-thailand.png,https://commons.wikimedia.org/wiki/File:Thailand_in_its_region.svg,CC BY-SA 3.0,
ug-map-the_bahamas.png,https://commons.wikimedia.org/wiki/File:Bahamas_in_its_region_(special_marker).svg,CC BY-SA 3.0,
ug-map-the_gambia.png,https://commons.wikimedia.org/wiki/File:Gambia_in_its_region.svg,CC BY-SA 3.0,
ug-map-togo.png,https://commons.wikimedia.org/wiki/File:Togo_in_its_region.svg,CC BY-SA 3.0,
ug-map-tonga.png,https://commons.wikimedia.org/wiki/File:Tonga_in_its_region.svg,CC BY-SA 3.0,
ug-map-transnistria.png,https://commons.wikimedia.org/wiki/File:Transnistria_in_its_region_(special_marker).svg,CC BY-SA 3.0,
ug-map-trinidad_and_tobago.png,https://commons.wikimedia.org/wiki/File:Trinidad_and_Tobago_in_its_region_(zoom).svg,CC BY-SA 3.0,"colours adjusted for consistency, zoom box moved"
ug-map-tunisia.png,https://commons.wikimedia.org/wiki/File:Tunisia_in_its_region.svg,CC BY-SA 3.0,
ug-map-turkey.png,https://commons.wikimedia.org/wiki/File:Turkey_in_its_region.svg,CC BY-SA 3.0,
ug-map-turkmenistan.png,https://commons.wikimedia.org/wiki/File:Turkmenistan_in_its_region.svg,CC BY-SA 3.0,
ug-map-turks_and_caicos_islands.png,https://commons.wikimedia.org/wiki/File:Turks_and_Caicos_Islands_in_its_region.svg,CC BY-SA 3.0,
ug-map-tuvalu.png,https://commons.wikimedia.org/wiki/File:Tuvalu_in_its_region.svg,CC BY-SA 3.0,
ug-map-uganda.png,https://commons.wikimedia.org/wiki/File:Uganda_in_its_region.svg,CC BY-SA 3.0,
ug-map-ukraine.png,https://commons.wikimedia.org/wiki/File:Ukraine_(claims_hatched)_in_its_region.svg,CC BY-SA 3.0,
ug-map-united_arab_emirates.png,https://commons.wikimedia.org/wiki/File:United_Arab_Emirates_in_its_region.svg,CC BY-SA 3.0,
ug-map-united_kingdom.png,https://commons.wikimedia.org/wiki/File:United_Kingdom_in_its_region.svg,CC BY-SA 3.0,
ug-map-united_states_of_america.png,https://commons.wikimedia.org/wiki/File:United_States_in_its_region.svg,CC BY-SA 3.0,
ug-map-united_states_virgin_islands.png,https://commons.wikimedia.org/wiki/File:United_States_Virgin_Islands_in_its_region_(zoom).svg,CC BY-SA 3.0,"colours adjusted for consistency, zoom box moved"
ug-map-uruguay.png,https://commons.wikimedia.org/wiki/File:Uruguay_in_its_region.svg,CC BY-SA 3.0,
ug-map-uzbekistan.png,https://commons.wikimedia.org/wiki/File:Uzbekistan_in_its_region.svg,CC BY-SA 3.0,
ug-map-vanuatu.png,https://commons.wikimedia.org/wiki/File:Vanuatu_in_its_region.svg,CC BY-SA 3.0,
ug-map-vatican_city.png,https://commons.wikimedia.org/wiki/File:Vatican_in_its_region.svg,CC BY-SA 3.0,
ug-map-venezuela.png,https://commons.wikimedia.org/wiki/File:Venezuela_in_its_region.svg,CC BY-SA 3.0,
ug-map-vietnam.png,https://commons.wikimedia.org/wiki/File:Vietnam_in_its_region.svg,CC BY-SA 3.0,
ug-map-wales.png,https://commons.wikimedia.org/wiki/File:Wales_in_Europe.svg,CC BY-SA 4.0,
ug-map-wallis_and_futuna.png,https://commons.wikimedia.org/wiki/File:Wallis_and_Futuna_in_its_region.svg,CC BY-SA 3.0,
ug-map-white_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-yellow_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-yemen.png,https://commons.wikimedia.org/wiki/File:Yemen_in_its_region.svg,CC BY-SA 3.0,
ug-map-zambia.png,https://commons.wikimedia.org/wiki/File:Zambia_in_its_region.svg,CC BY-SA 3.0,
ug-map-zanzibar.png,https://commons.wikimedia.org/wiki/File:Zanzibar_in_its_region_(special_marker).svg,CC BY-SA 3.0,
ug-map-zimbabwe.png,https://commons.wikimedia.org/wiki/File:Zimbabwe_in_its_region.svg,CC BY-SA 3.0,
