File,Source,License,Modifications
ug-map-bali.png,https://commons.wikimedia.org/wiki/File:Bali_in_Indonesia.svg,CC BY-SA 3.0,
ug-map-balkan_peninsula.png,https://commons.wikimedia.org/wiki/File:Balkan_Peninsula_in_its_region.svg,CC BY-SA 3.0,
ug-map-baltic_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-bangladesh.png,https://commons.wikimedia.org/wiki/File:Bangladesh_in_its_region.svg,CC BY-SA 3.0,
ug-map-barbados.png,https://commons.wikimedia.org/wiki/File:Barbados_in_its_region.svg,CC BY-SA 3.0,zoom box added
ug-map-bay_of_bengal.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-bay_of_biscay.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-belarus.png,https://commons.wikimedia.org/wiki/File:Belarus_in_its_region.svg,CC BY-SA 3.0,
ug-map-belgium.png,https://commons.wikimedia.org/wiki/File:Belgium_in_its_region.svg,CC BY-SA 3.0,
ug-map-belize.png,https://commons.wikimedia.org/wiki/File:Belize_in_its_region.svg,CC BY-SA 3.0,
ug-map-benin.png,https://commons.wikimedia.org/wiki/File:Benin_in_its_region.svg,CC BY-SA 3.0,
ug-map-bering_strait.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-bermuda.png,https://commons.wikimedia.org/wiki/File:Bermuda_in_its_region.svg,CC BY-SA 3.0,
ug-map-bhutan.png,https://commons.wikimedia.org/wiki/File:Bhutan_in_its_region.svg,CC BY-SA 3.0,
ug-map-black_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-bolivia.png,https://commons.wikimedia.org/wiki/File:Bolivia_in_its_region.svg,CC BY-SA 3.0,
ug-map-bosnia_and_herzegovina.png,https://commons.wikimedia.org/wiki/File:Bosnia_and_Herzegovina_in_its_region.svg,CC BY-SA 3.0,
ug-map-botswana.png,https://commons.wikimedia.org/wiki/File:Botswana_in_its_region.svg,CC BY-SA 3.0,
ug-map-brazil.png,https://commons.wikimedia.org/wiki/File:Brazil_in_its_region.svg,CC BY-SA 3.0,
ug-map-british_virgin_islands.png,https://commons.wikimedia.org/wiki/File:British_Virgin_Islands_in_its_region_(zoom).svg,CC BY-SA 3.0,"colours adjusted for consistency, zoom box moved"
ug-map-brunei.png,https://commons.wikimedia.org/wiki/File:Brunei_in_its_region_(special_marker).svg,CC BY-SA 3.0,
ug-map-bulgaria.png,https://commons.wikimedia.org/wiki/File:Bulgaria_in_its_region.svg,CC BY-SA 3.0,
ug-map-burkina_faso.png,https://commons.wikimedia.org/wiki/File:Burkina_Faso_in_its_region.svg,CC BY-SA 3.0,
ug-map-burundi.png,https://commons.wikimedia.org/wiki/File:Burundi_in_its_region.svg,CC BY-SA 3.0,
ug-map-cambodia.png,https://commons.wikimedia.org/wiki/File:Cambodia_in_its_region.svg,CC BY-SA 3.0,
ug-map-cameroon.png,https://commons.wikimedia.org/wiki/File:Cameroon_in_its_region.svg,CC BY-SA 3.0,
ug-map-canada.png,https://commons.wikimedia.org/wiki/File:Canada_in_its_region.svg,CC BY-SA 3.0,
ug-map-canary_islands.png,https://commons.wikimedia.org/wiki/File:Canary_Islands_in_its_region_(special_marker).svg,CC BY-SA 3.0,
ug-map-cape_verde.png,https://commons.wikimedia.org/wiki/File:Cape_Verde_in_its_region.svg,CC BY-SA 3.0,
ug-map-caribbean_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-caspian_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-cayman_islands.png,https://commons.wikimedia.org/wiki/File:Cayman_Islands_in_its_region.svg,CC BY-SA 3.0,
ug-map-celtic_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-central_african_republic.png,https://commons.wikimedia.org/wiki/File:Central_African_Republic_in_its_region.svg,CC BY-SA 3.0,
ug-map-chad.png,https://commons.wikimedia.org/wiki/File:Chad_in_its_region.svg,CC BY-SA 3.0,
ug-map-chile.png,https://commons.wikimedia.org/wiki/File:Chile_in_its_region.svg,CC BY-SA 3.0,
ug-map-china.png,https://commons.wikimedia.org/wiki/File:China_in_its_region_(claimed_and_disputed_hatched).svg,CC BY-SA 3.0,
ug-map-colombia.png,https://commons.wikimedia.org/wiki/File:Colombia_in_its_region.svg,CC BY-SA 3.0,
ug-map-comoros.png,https://commons.wikimedia.org/wiki/File:Comoros_in_its_region.svg,CC BY-SA 3.0,
ug-map-cook_islands.png,https://commons.wikimedia.org/wiki/File:Cook_Islands_in_its_region.svg,CC BY-SA 3.0,
ug-map-coral_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-corsica.png,https://commons.wikimedia.org/wiki/File:Corsica_in_its_region.svg,CC BY-SA 3.0,
ug-map-costa_rica.png,https://commons.wikimedia.org/wiki/File:Costa_Rica_in_its_region.svg,CC BY-SA 3.0,
ug-map-croatia.png,https://commons.wikimedia.org/wiki/File:Croatia_in_its_region.svg,CC BY-SA 3.0,
ug-map-cuba.png,https://commons.wikimedia.org/wiki/File:Cuba_in_its_region.svg,CC BY-SA 3.0,
ug-map-curacao.png,https://commons.wikimedia.org/wiki/File:Curacao_in_its_region_(zoom).svg,CC BY-SA 3.0,colours adjusted for consistency
ug-map-cyprus.png,https://commons.wikimedia.org/wiki/File:Cyprus_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
ug-map-czech_republic.png,https://commons.wikimedia.org/wiki/File:Czech_Republic_in_its_region.svg,CC BY-SA 3.0,
ug-map-dead_sea.png,https://commons.wikimedia.org/wiki/File:Dead_Sea_in_its_region_(-mini_map_-rivers)_(zoom_%2B_special_marker).svg,CC BY-SA 3.0,
ug-map-democratic_republic_of_the_congo.png,https://commons.wikimedia.org/wiki/File:Democratic_Republic_of_the_Congo_in_its_region.svg,CC BY-SA 3.0,
ug-map-denmark.png,https://commons.wikimedia.org/wiki/File:Denmark_in_its_region.svg,CC BY-SA 3.0,
ug-map-denmark_strait.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-djibouti.png,https://commons.wikimedia.org/wiki/File:Djibouti_in_its_region.svg,CC BY-SA 3.0,
ug-map-dominica.png,"https://commons.wikimedia.org/wiki/File:Dominica_in_its_region.svg",CC BY-SA 3.0,"zoom box added"
ug-map-dominican_republic.png,https://commons.wikimedia.org/wiki/File:Dominican_Republic_in_its_region.svg,CC BY-SA 3.0,
ug-map-east_siberian_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-east_timor.png,https://commons.wikimedia.org/wiki/File:East_Timor_in_its_region.svg,CC BY-SA 3.0,
ug-map-ecuador.png,https://commons.wikimedia.org/wiki/File:Ecuador_in_its_region.svg,CC BY-SA 3.0,
ug-map-egypt.png,https://commons.wikimedia.org/wiki/File:Egypt_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
ug-map-el_salvador.png,https://commons.wikimedia.org/wiki/File:El_Salvador_in_its_region.svg,CC BY-SA 3.0,
ug-map-england.png,https://commons.wikimedia.org/wiki/File:England_in_Europe.svg,CC BY-SA 4.0,
ug-map-english_channel.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-equatorial_guinea.png,https://commons.wikimedia.org/wiki/File:Equatorial_Guinea_in_its_region.svg,CC BY-SA 3.0,
ug-map-eritrea.png,https://commons.wikimedia.org/wiki/File:Eritrea_in_its_region.svg,CC BY-SA 3.0,
ug-map-estonia.png,https://commons.wikimedia.org/wiki/File:Estonia_in_its_region.svg,CC BY-SA 3.0,
ug-map-eswatini.png,https://commons.wikimedia.org/wiki/File:Swaziland_in_its_region.svg,CC BY-SA 3.0,
ug-map-ethiopia.png,https://commons.wikimedia.org/wiki/File:Ethiopia_in_its_region.svg,CC BY-SA 3.0,
ug-map-europe-nobox.png,https://commons.wikimedia.org/wiki/File:Europe_in_the_world_(red)_(W3).svg,CC BY-SA 3.0,grid removed
ug-map-european_union.png,https://commons.wikimedia.org/wiki/File:European_Union_in_its_region.svg,CC BY-SA 3.0,
ug-map-falkland_islands.png,https://commons.wikimedia.org/wiki/File:Falkland_Islands_in_its_region_(zoom).svg,CC BY-SA 3.0,
ug-map-faroe_islands.png,https://commons.wikimedia.org/wiki/File:Faroe_Islands_in_its_region.svg,CC BY-SA 3.0,
ug-map-federated_states_of_micronesia.png,https://commons.wikimedia.org/wiki/File:Micronesia_in_its_region.svg,CC BY-SA 3.0,
ug-map-fiji.png,https://commons.wikimedia.org/wiki/File:Fiji_in_its_region_(special_marker).svg,CC BY-SA 3.0,
ug-map-finland.png,https://commons.wikimedia.org/wiki/File:Finland_in_its_region.svg,CC BY-SA 3.0,
ug-map-france.png,https://commons.wikimedia.org/wiki/File:France_in_its_region.svg,CC BY-SA 3.0,
ug-map-french_guiana.png,https://commons.wikimedia.org/wiki/File:French_Guiana_in_its_region.svg,CC BY-SA 3.0,
ug-map-french_polynesia.png,https://commons.wikimedia.org/wiki/File:French_Polynesia_in_its_region.svg,CC BY-SA 3.0,
ug-map-gabon.png,https://commons.wikimedia.org/wiki/File:Gabon_in_its_region.svg,CC BY-SA 3.0,
ug-map-georgia.png,https://commons.wikimedia.org/wiki/File:Georgia_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
ug-map-germany.png,https://commons.wikimedia.org/wiki/File:Germany_in_its_region.svg,CC BY-SA 3.0,
ug-map-ghana.png,https://commons.wikimedia.org/wiki/File:Ghana_in_its_region.svg,CC BY-SA 3.0,
ug-map-gibraltar.png,https://commons.wikimedia.org/wiki/File:Gibraltar_in_its_region.svg,CC BY-SA 3.0,
ug-map-greece.png,https://commons.wikimedia.org/wiki/File:Greece_in_its_region.svg,CC BY-SA 3.0,
ug-map-greenland.png,https://commons.wikimedia.org/wiki/File:Greenland_in_the_Kingdom_of_Denmark.svg,CC BY-SA 3.0,colours adjusted
ug-map-grenada.png,https://commons.wikimedia.org/wiki/File:Grenada_in_its_region.svg,CC BY-SA 3.0,zoom box added
ug-map-guadeloupe.png,https://commons.wikimedia.org/wiki/File:Guadeloupe_in_its_region.svg,CC BY-SA 3.0,zoom box added
ug-map-guam.png,https://commons.wikimedia.org/wiki/File:Guam_in_its_region.svg,CC BY-SA 3.0,
ug-map-guatemala.png,https://commons.wikimedia.org/wiki/File:Guatemala_in_its_region.svg,CC BY-SA 3.0,
ug-map-guernsey.png,https://commons.wikimedia.org/wiki/File:Guernsey_in_its_region.svg,CC BY-SA 3.0,
ug-map-guinea-bissau.png,https://commons.wikimedia.org/wiki/File:Guinea-Bissau_in_its_region.svg,CC BY-SA 3.0,
ug-map-guinea.png,https://commons.wikimedia.org/wiki/File:Guinea_in_its_region.svg,CC BY-SA 3.0,
ug-map-gulf_of_california.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-gulf_of_carpentaria.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-gulf_of_mexico.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-gulf_of_thailand.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-guyana.png,https://commons.wikimedia.org/wiki/File:Guyana_in_its_region.svg,CC BY-SA 3.0,
ug-map-haiti.png,https://commons.wikimedia.org/wiki/File:Haiti_in_its_region.svg,CC BY-SA 3.0,
ug-map-honduras.png,https://commons.wikimedia.org/wiki/File:Honduras_in_its_region.svg,CC BY-SA 3.0,
ug-map-hong_kong.png,https://commons.wikimedia.org/wiki/File:Hong_Kong_in_its_region.svg,CC BY-SA 3.0,
ug-map-hudson_bay.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-hungary.png,https://commons.wikimedia.org/wiki/File:Hungary_in_its_region.svg,CC BY-SA 3.0,
ug-map-iceland.png,https://commons.wikimedia.org/wiki/File:Iceland_in_its_region.svg,CC BY-SA 3.0,
ug-map-india.png,https://commons.wikimedia.org/wiki/File:India_in_its_region_(claimed_and_disputed_hatched).svg,CC BY-SA 3.0,
ug-map-indian_ocean-nobox.png,https://commons.wikimedia.org/wiki/File:Indian_Ocean_in_the_world_(blue)_(W3)_(CWF).svg,CC BY-SA 4.0,
ug-map-indonesia.png,https://commons.wikimedia.org/wiki/File:Indonesia_in_its_region.svg,CC BY-SA 3.0,
ug-map-iran.png,https://commons.wikimedia.org/wiki/File:Iran_in_its_region.svg,CC BY-SA 3.0,
ug-map-iraq.png,https://commons.wikimedia.org/wiki/File:Iraq_in_its_region.svg,CC BY-SA 3.0,
ug-map-ireland.png,https://commons.wikimedia.org/wiki/File:Ireland_in_its_region.svg,CC BY-SA 3.0,
ug-map-isle_of_man.png,https://commons.wikimedia.org/wiki/File:Isle_of_Man_in_its_region.svg,CC BY-SA 3.0,
ug-map-israel.png,https://commons.wikimedia.org/wiki/File:Israel_in_its_region_(de-facto_and_Palestinian_territory_hatched).svg,CC BY-SA 3.0,
ug-map-italy.png,https://commons.wikimedia.org/wiki/File:Italy_in_its_region.svg,CC BY-SA 3.0,
ug-map-ivory_coast.png,https://commons.wikimedia.org/wiki/File:Cote_d_Ivoire_in_its_region.svg,CC BY-SA 3.0,
ug-map-jamaica.png,https://commons.wikimedia.org/wiki/File:Jamaica_in_its_region.svg,CC BY-SA 3.0,
ug-map-japan.png,https://commons.wikimedia.org/wiki/File:Japan_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
ug-map-java.png,https://commons.wikimedia.org/wiki/File:Java_in_its_region.svg,CC BY-SA 4.0,
ug-map-jersey.png,https://commons.wikimedia.org/wiki/File:Jersey_in_its_region.svg,CC BY-SA 3.0,
ug-map-jordan.png,https://commons.wikimedia.org/wiki/File:Jordan_in_its_region.svg,CC BY-SA 3.0,
ug-map-kaliningrad_oblast.png,https://commons.wikimedia.org/wiki/File:Kaliningrad_in_its_region.svg,CC BY-SA 3.0,
ug-map-kazakhstan.png,https://commons.wikimedia.org/wiki/File:Kazakhstan_in_its_region.svg,CC BY-SA 3.0,
ug-map-kenya.png,https://commons.wikimedia.org/wiki/File:Kenya_in_its_region_(disputed_hatched).svg,CC BY-SA 3.0,
ug-map-kiribati.png,https://commons.wikimedia.org/wiki/File:Kiribati_in_its_region.svg,CC BY-SA 3.0,
ug-map-kosovo.png,https://commons.wikimedia.org/wiki/File:Kosovo_in_its_region.svg,CC BY-SA 3.0,
ug-map-kuwait.png,https://commons.wikimedia.org/wiki/File:Kuwait_in_its_region.svg,CC BY-SA 3.0,
ug-map-kyrgyzstan.png,https://commons.wikimedia.org/wiki/File:Kyrgyzstan_in_its_region.svg,CC BY-SA 3.0,
ug-map-labrador_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-laos.png,https://commons.wikimedia.org/wiki/File:Laos_in_its_region.svg,CC BY-SA 3.0,
ug-map-latvia.png,https://commons.wikimedia.org/wiki/File:Latvia_in_its_region.svg,CC BY-SA 3.0,
ug-map-lebanon.png,https://commons.wikimedia.org/wiki/File:Lebanon_in_its_region.svg,CC BY-SA 3.0,
ug-map-lesotho.png,https://commons.wikimedia.org/wiki/File:Lesotho_in_its_region.svg,CC BY-SA 3.0,
ug-map-liberia.png,https://commons.wikimedia.org/wiki/File:Liberia_in_its_region.svg,CC BY-SA 3.0,
ug-map-libya.png,https://commons.wikimedia.org/wiki/File:Libya_in_its_region.svg,CC BY-SA 3.0,
ug-map-liechtenstein.png,https://commons.wikimedia.org/wiki/File:Liechtenstein_in_its_region.svg,CC BY-SA 3.0,
ug-map-lithuania.png,https://commons.wikimedia.org/wiki/File:Lithuania_in_its_region.svg,CC BY-SA 3.0,
ug-map-luxembourg.png,https://commons.wikimedia.org/wiki/File:Luxembourg_in_its_region.svg,CC BY-SA 3.0,
ug-map-macau.png,https://commons.wikimedia.org/wiki/File:Macau_in_its_region.svg,CC BY-SA 3.0,
ug-map-madagascar.png,https://commons.wikimedia.org/wiki/File:Madagascar_in_its_region.svg,CC BY-SA 3.0,
ug-map-madeira.png,https://commons.wikimedia.org/wiki/File:Madeira_in_its_region.svg,CC BY-SA 3.0,
ug-map-malawi.png,https://commons.wikimedia.org/wiki/File:Malawi_in_its_region.svg,CC BY-SA 3.0,
ug-map-malaysia.png,https://commons.wikimedia.org/wiki/File:Malaysia_in_its_region.svg,CC BY-SA 3.0,
ug-map-maldives.png,https://commons.wikimedia.org/wiki/File:Maldives_in_its_region_(small_islands_magnified).svg,CC BY-SA 3.0,
ug-map-mali.png,https://commons.wikimedia.org/wiki/File:Mali_in_its_region.svg,CC BY-SA 3.0,
ug-map-malta.png,https://commons.wikimedia.org/wiki/File:Malta_in_its_region_(special_marker).svg,CC BY-SA 3.0,
ug-map-marshall_islands.png,https://commons.wikimedia.org/wiki/File:Marshall_Islands_in_its_region.svg,CC BY-SA 3.0,
ug-map-martinique.png,https://commons.wikimedia.org/wiki/File:Martinique_in_its_region.svg,CC BY-SA 3.0,zoom box added
ug-map-mauritania.png,https://commons.wikimedia.org/wiki/File:Mauritania_in_its_region.svg,CC BY-SA 3.0,
ug-map-mauritius.png,https://commons.wikimedia.org/wiki/File:Mauritius_in_its_region.svg,CC BY-SA 3.0,
ug-map-mayotte.png,https://commons.wikimedia.org/wiki/File:Mayotte_in_its_region.svg,CC BY-SA 3.0,
ug-map-mediterranean_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-melanesia.png,https://commons.wikimedia.org/wiki/File:Oceania_UN_Geoscheme_Regions_with_no_text.svg,CC BY 3.0,colours adjusted
ug-map-mexico.png,https://commons.wikimedia.org/wiki/File:Mexico_in_its_region.svg,CC BY-SA 3.0,
ug-map-micronesia.png,https://commons.wikimedia.org/wiki/File:Oceania_UN_Geoscheme_Regions_with_no_text.svg,CC BY 3.0,colours adjusted
ug-map-moldova.png,https://commons.wikimedia.org/wiki/File:Moldova_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
ug-map-monaco.png,https://commons.wikimedia.org/wiki/File:Monaco_in_its_region.svg,CC BY-SA 3.0,
ug-map-mongolia.png,https://commons.wikimedia.org/wiki/File:Mongolia_in_its_region.svg,CC BY-SA 3.0,
ug-map-montenegro.png,https://commons.wikimedia.org/wiki/File:Montenegro_in_its_region.svg,CC BY-SA 3.0,
ug-map-morocco.png,https://commons.wikimedia.org/wiki/File:Morocco_in_its_region_(de-facto_and_disputed_hatched).svg,CC BY-SA 3.0,
ug-map-mozambique.png,https://commons.wikimedia.org/wiki/File:Mozambique_in_its_region.svg,CC BY-SA 3.0,
ug-map-myanmar.png,https://commons.wikimedia.org/wiki/File:Myanmar_in_its_region.svg,CC BY-SA 3.0,
ug-map-namibia.png,https://commons.wikimedia.org/wiki/File:Namibia_in_its_region.svg,CC BY-SA 3.0,
ug-map-nauru.png,https://commons.wikimedia.org/wiki/File:Nauru_in_its_region.svg,CC BY-SA 3.0,
ug-map-nepal.png,https://commons.wikimedia.org/wiki/File:Nepal_in_its_region.svg,CC BY-SA 3.0,
ug-map-netherlands.png,https://commons.wikimedia.org/wiki/File:Netherlands_in_its_region.svg,CC BY-SA 3.0,
ug-map-new_caledonia.png,https://commons.wikimedia.org/wiki/File:New_Caledonia_in_its_region_(special_marker).svg,CC BY-SA 3.0,
ug-map-new_zealand.png,https://commons.wikimedia.org/wiki/File:New_Zealand_in_its_region.svg,CC BY-SA 3.0,
ug-map-nicaragua.png,https://commons.wikimedia.org/wiki/File:Nicaragua_in_its_region.svg,CC BY-SA 3.0,
ug-map-niger.png,https://commons.wikimedia.org/wiki/File:Niger_in_its_region.svg,CC BY-SA 3.0,
ug-map-nigeria.png,https://commons.wikimedia.org/wiki/File:Nigeria_in_its_region.svg,CC BY-SA 3.0,
ug-map-niue.png,https://commons.wikimedia.org/wiki/File:Niue_in_its_region.svg,CC BY-SA 3.0,
ug-map-north_america-nobox.png,https://commons.wikimedia.org/wiki/File:North_America_in_the_world_(red)_(W3).svg,CC BY-SA 3.0,grid removed
ug-map-north_korea.png,https://commons.wikimedia.org/wiki/File:North_Korea_in_its_region.svg,CC BY-SA 3.0,
ug-map-north_macedonia.png,https://commons.wikimedia.org/wiki/File:Macedonia_in_its_region.svg,CC BY-SA 3.0,
ug-map-northern_cyprus.png,https://commons.wikimedia.org/wiki/File:Northern_Cyprus_in_its_region_(de-facto).svg,CC BY-SA 3.0,
ug-map-northern_ireland.png,https://commons.wikimedia.org/wiki/File:Northern_Ireland_in_Europe.svg,CC BY-SA 4.0,
ug-map-northern_mariana_islands.png,https://commons.wikimedia.org/wiki/File:Northern_Mariana_Islands_in_its_region.svg,CC BY-SA 3.0,
ug-map-norway.png,https://commons.wikimedia.org/wiki/File:Norway_in_its_region.svg,CC BY-SA 3.0,
ug-map-norwegian_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-oceania-nobox.png,https://commons.wikimedia.org/wiki/File:Oceania_in_the_world_(red)_(W3).svg,CC BY-SA 3.0,grid removed
ug-map-oman.png,https://commons.wikimedia.org/wiki/File:Oman_in_its_region.svg,CC BY-SA 3.0,
ug-map-pacific_ocean-nobox.png,https://commons.wikimedia.org/wiki/File:Pacific_Ocean_in_the_world_(blue)_(W3_Pacific)_(CWF).svg,CC BY-SA 4.0,
ug-map-pakistan.png,https://commons.wikimedia.org/wiki/File:Pakistan_in_its_region_(claimed_and_disputed_hatched).svg,CC BY-SA 3.0,
ug-map-palau.png,https://commons.wikimedia.org/wiki/File:Palau_in_its_region.svg,CC BY-SA 3.0,
ug-map-palestine.png,https://commons.wikimedia.org/wiki/File:Palestine_in_its_region.svg,CC BY-SA 3.0,
ug-map-panama.png,https://commons.wikimedia.org/wiki/File:Panama_in_its_region.svg,CC BY-SA 3.0,
ug-map-papua_new_guinea.png,https://commons.wikimedia.org/wiki/File:Papua_New_Guinea_in_its_region.svg,CC BY-SA 3.0,
ug-map-paraguay.png,https://commons.wikimedia.org/wiki/File:Paraguay_in_its_region.svg,CC BY-SA 3.0,
ug-map-persian_gulf.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-peru.png,https://commons.wikimedia.org/wiki/File:Peru_in_its_region.svg,CC BY-SA 3.0,
ug-map-philippine_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-philippines.png,https://commons.wikimedia.org/wiki/File:Philippines_in_its_region.svg,CC BY-SA 3.0,
ug-map-poland.png,https://commons.wikimedia.org/wiki/File:Poland_in_its_region.svg,CC BY-SA 3.0,
ug-map-polynesia.png,https://commons.wikimedia.org/wiki/File:Oceania_UN_Geoscheme_Regions_with_no_text.svg,CC BY 3.0,colours adjusted
ug-map-portugal.png,https://commons.wikimedia.org/wiki/File:Portugal_in_its_region_(mainland).svg,CC BY-SA 3.0,
ug-map-puerto_rico.png,https://commons.wikimedia.org/wiki/File:Puerto_Rico_in_its_region.svg,CC BY-SA 3.0,
ug-map-qatar.png,https://commons.wikimedia.org/wiki/File:Qatar_in_its_region.svg,CC BY-SA 3.0,
ug-map-red_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-republic_of_artsakh.png,https://commons.wikimedia.org/wiki/File:Artsakh_in_its_region.svg,CC BY-SA 3.0,
ug-map-republic_of_the_congo.png,https://commons.wikimedia.org/wiki/File:Republic_of_the_Congo_in_its_region.svg,CC BY-SA 3.0,
ug-map-reunion.png,https://commons.wikimedia.org/wiki/File:Reunion_in_its_region.svg,CC BY-SA 3.0,
ug-map-romania.png,https://commons.wikimedia.org/wiki/File:Romania_in_its_region.svg,CC BY-SA 3.0,
ug-map-russia.png,https://commons.wikimedia.org/wiki/File:Russia_in_its_region_(%2Bclaims_hatched).svg,CC BY-SA 3.0,
ug-map-rwanda.png,https://commons.wikimedia.org/wiki/File:Rwanda_in_its_region.svg,CC BY-SA 3.0,
ug-map-sahrawi_arab_democratic_republic.png,https://commons.wikimedia.org/wiki/File:Sahrawi_Arab_Democratic_Republic_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
ug-map-saint_kitts_and_nevis.png,https://commons.wikimedia.org/wiki/File:Saint_Kitts_and_Nevis_in_its_region_(zoomed).svg,CC BY-SA 3.0,colours adjusted for consistency
ug-map-saint_lucia.png,https://commons.wikimedia.org/wiki/File:Saint_Lucia_in_its_region.svg,CC BY-SA 3.0,zoom box added
ug-map-saint_martin.png,https://commons.wikimedia.org/wiki/File:Saint_Martin_in_its_region_(zoom).svg,CC BY-SA 3.0,"colours adjusted for consistency, zoom box moved"
ug-map-saint_vincent_and_the_grenadines.png,https://commons.wikimedia.org/wiki/File:Saint_Vincent_and_the_Grenadines_in_its_region.svg,CC BY-SA 3.0,zoom box added
ug-map-samoa.png,https://commons.wikimedia.org/wiki/File:Samoa_in_its_region.svg,CC BY-SA 3.0,
ug-map-san_marino.png,https://commons.wikimedia.org/wiki/File:San_Marino_in_its_region.svg,CC BY-SA 3.0,
ug-map-sao_tome_and_principe.png,https://commons.wikimedia.org/wiki/File:Sao_Tome_and_Principe_in_its_region.svg,CC BY-SA 3.0,
ug-map-sardinia.png,https://commons.wikimedia.org/wiki/File:Sardinia_in_its_region.svg,CC BY-SA 3.0,
ug-map-saudi_arabia.png,https://commons.wikimedia.org/wiki/File:Saudi_Arabia_in_its_region.svg,CC BY-SA 3.0,
ug-map-scandinavia.png,https://commons.wikimedia.org/wiki/File:Scandinavia_in_its_region.svg,CC BY-SA 3.0,
ug-map-scotland.png,https://commons.wikimedia.org/wiki/File:Scotland_in_Europe.svg,CC BY-SA 4.0,
ug-map-sea_of_galilee.png,https://commons.wikimedia.org/wiki/File:Sea_of_Galilee_in_its_region_(-mini_map_-rivers)_(zoom_%2B_special_marker).svg,CC BY-SA 3.0,
ug-map-sea_of_japan.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-senegal.png,https://commons.wikimedia.org/wiki/File:Senegal_in_its_region.svg,CC BY-SA 3.0,
ug-map-serbia.png,https://commons.wikimedia.org/wiki/File:Serbia_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
ug-map-seychelles.png,https://commons.wikimedia.org/wiki/File:Seychelles_in_its_region_(small_islands_magnified).svg,CC BY-SA 3.0,
ug-map-sicily.png,https://commons.wikimedia.org/wiki/File:Sicily_in_its_region.svg,CC BY-SA 3.0,
ug-map-sierra_leone.png,https://commons.wikimedia.org/wiki/File:Sierra_Leone_in_its_region.svg,CC BY-SA 3.0,
ug-map-singapore.png,https://commons.wikimedia.org/wiki/File:Singapore_in_its_region_(special_marker).svg,CC BY-SA 3.0,
ug-map-sint_maarten.png,https://commons.wikimedia.org/wiki/File:Sint_Maarten_in_its_region_(zoom).svg,CC BY-SA 3.0,"colours adjusted for consistency, zoom box moved"
ug-map-slovakia.png,https://commons.wikimedia.org/wiki/File:Slovakia_in_its_region.svg,CC BY-SA 3.0,
ug-map-slovenia.png,https://commons.wikimedia.org/wiki/File:Slovenia_in_its_region.svg,CC BY-SA 3.0,
ug-map-solomon_islands.png,https://commons.wikimedia.org/wiki/File:Solomon_Islands_in_its_region_(special_marker).svg,CC BY-SA 3.0,
ug-map-somalia.png,https://commons.wikimedia.org/wiki/File:Somalia_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
ug-map-somaliland.png,https://commons.wikimedia.org/wiki/File:Somaliland_in_its_region_(de-facto).svg,CC BY-SA 3.0,
ug-map-south_africa.png,https://commons.wikimedia.org/wiki/File:South_Africa_in_its_region.svg,CC BY-SA 3.0,
ug-map-south_america-nobox.png,https://commons.wikimedia.org/wiki/File:South_America_in_the_world_(red)_(W3).svg,CC BY-SA 3.0,grid removed
ug-map-south_china_sea.png,not upstreamed yet,CC BY-SA 3.0,
ug-map-south_korea.png,https://commons.wikimedia.org/wiki/File:South_Korea_in_its_region.svg,CC BY-SA 3.0,
ug-map-south_ossetia.png,https://commons.wikimedia.org/wiki/File:South_Ossetia_in_its_region.svg,CC BY-SA 3.0,
ug-map-south_sudan.png,https://commons.wikimedia.org/wiki/File:South_Sudan_in_its_region_(claimed_hatched).svg,CC BY-SA 3.0,
